Submission Time,Full name,Marital status,Gender,Religion,Date of birth,Current address,Highest formal of education,Faculty/Major,School/University name,Email address,WhatsApp number,Desired positions,Current status,Experience,Applied date,Portfolio (2MB),Upload CV (2MB),Portfolio link,Expected salary (IDR),Where did you find this job?,Consent,Skills
"Jun 11, 2025 @ 04:11 PM",Teddy Usamah,Married,Female,Buddhist,08/25/1992,"Jalan Dr. Djunjunan No. 552, Lubuklinggau, GO 22358",SMA/SMK,Sistem Komputer,Universitas Gunadarma,calista10@pd.desa.id,767560323029,IT Support,Intern,3-5 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6625909,Indeed,checked,"['Node.js', 'GCP', 'React', 'Figma', 'Linux']"
"Jun 05, 2025 @ 01:14 AM","dr. Jindra Simanjuntak, S.T.",Married,Female,Christian,05/04/1994,"Gg. Medokan Ayu No. 801, Pekalongan, Maluku 13620",S2,Teknik Informatika,Universitas Bina Nusantara,ihsan18@hotmail.com,174488993493,IT Support,Fulltime,More than 5 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9272623,Website,checked,"['Kubernetes', 'Networking', 'AWS']"
"Apr 29, 2025 @ 05:30 AM","drg. Lalita Aryani, S.Pd",Married,Female,Moslem,01/10/2001,"Gang Erlangga No. 1, Sukabumi, BT 36959",S2,Informatics,Universitas Gunadarma,hakimamalia@hotmail.com,125198411404,Data Analyst,Freelancer,1-3 years,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9597986,Instagram,checked,"['Azure', 'Python', 'Linux']"
"Apr 01, 2025 @ 09:11 PM",R.A. Sakura Irawan,Married,Male,Hindu,06/19/1992,"Jl. Jend. Sudirman No. 70, Madiun, SU 88170",SMA/SMK,Sistem Komputer,Universitas Bina Nusantara,januarolga@pd.or.id,251980321195,Frontend Developer,Fulltime,3-5 years,06/01/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6196556,Glints,checked,"['Kubernetes', 'HTML', 'Docker', 'GCP', 'Figma']"
"Mar 23, 2025 @ 02:33 PM",Jagapati Pradipta,Single,Male,Catholic,12/25/2001,"Jl. M.T Haryono No. 87, Lubuklinggau, SN 07240",S2,Sistem Informasi,Universitas Gunadarma,dmarpaung@cv.or.id,850849374711,Data Analyst,Fulltime,More than 5 years,06/11/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8370762,Indeed,checked,"['GCP', 'CSS', 'Azure', 'HTML']"
"Jan 27, 2025 @ 10:47 AM",R. Himawan Riyanti,Married,Male,Christian,09/04/1994,"Jalan Cihampelas No. 04, Probolinggo, Nusa Tenggara Timur 41816",SMA/SMK,Teknik Komputer,Institut Teknologi Bandung,mandalaheru@cv.ac.id,300120922638,Backend Developer,Fulltime,1-3 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9292920,LinkedIn,checked,"['HTML', 'Node.js', 'AWS']"
"Jan 01, 2025 @ 08:52 AM","Hilda Yuliarti, S.E.",Married,Female,Catholic,09/15/1989,"Gg. Gegerkalong Hilir No. 763, Sungai Penuh, SU 75676",D3,Teknik Komputer,Universitas Terbuka,suartinikairav@perum.org,526793932893,Data Analyst,Unemployed,1-3 years,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9243576,LinkedIn,checked,"['Kubernetes', 'Azure', 'JavaScript']"
"Apr 12, 2025 @ 06:52 PM",Ir. Samiah Yuliarti,Married,Female,Buddhist,10/28/1995,"Gg. Dr. Djunjunan No. 03, Medan, Aceh 71186",SMA/SMK,Manajemen Informatika,Universitas Gunadarma,unjani45@yahoo.com,329167732961,DevOps Engineer,Fulltime,1-3 years,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5331924,LinkedIn,checked,"['SQL', 'Figma', 'Networking', 'AWS', 'Node.js', 'Kubernetes']"
"Jan 15, 2025 @ 12:38 AM",Pia Hutagalung,Single,Male,Catholic,02/24/1994,"Jl. M.T Haryono No. 8, Bitung, SS 47158",S1/D4,Teknik Informatika,Universitas Gadjah Mada,jarwi57@gmail.com,307007213911,Data Analyst,Freelancer,Fresh graduate,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.perum.gov/,7437634,Indeed,checked,"['CSS', 'SQL', 'Networking', 'GCP']"
"Mar 22, 2025 @ 07:27 AM",Radit Rajasa,Married,Male,Christian,03/01/1998,"Jl. Gegerkalong Hilir No. 75, Batu, KU 57331",S1/D4,Teknik Informatika,Universitas Terbuka,zulaikajumadi@gmail.com,471267238815,Data Analyst,Intern,1-3 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4550686,Instagram,checked,"['Linux', 'SQL', 'Azure', 'JavaScript', 'Networking']"
"Feb 19, 2025 @ 12:16 PM",Uli Damanik,Married,Male,Catholic,11/25/1994,"Gg. M.H Thamrin No. 484, Surabaya, Bali 60777",D3,Manajemen Informatika,Universitas Terbuka,bella09@yahoo.com,749873591318,Backend Developer,Freelancer,Fresh graduate,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7950921,Glints,checked,"['SQL', 'Docker', 'GCP', 'Azure', 'Linux', 'Networking']"
"Jun 03, 2025 @ 08:27 AM","R.A. Zahra Hakim, S.Pd",Married,Male,Moslem,10/11/2003,"Jl. Kebonjati No. 15, Madiun, Sumatera Selatan 57916",SMA/SMK,Informatics,Universitas Gunadarma,maryadijabal@yahoo.com,690162344127,DevOps Engineer,Unemployed,1-3 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6267775,Telegram Group,checked,"['SQL', 'Docker', 'Python']"
"Jan 08, 2025 @ 03:20 PM","Dian Aryani, S.Kom",Married,Female,Catholic,04/18/1995,"Jl. Antapani Lama No. 171, Kota Administrasi Jakarta Timur, Papua Barat 36478",SMA/SMK,Teknik Informatika,Universitas Indonesia,kuswandaribalamantri@hotmail.com,063605751812,Data Analyst,Fulltime,More than 5 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9285523,Website,checked,"['Kubernetes', 'AWS', 'React', 'HTML', 'Figma']"
"May 09, 2025 @ 11:59 PM",Daniswara Pudjiastuti,Single,Female,Moslem,06/15/2001,"Gg. Dr. Djunjunan No. 1, Banjarmasin, GO 25361",S1/D4,Informatics,Institut Teknologi Bandung,pradanadanuja@pt.go.id,707695665999,Frontend Developer,Unemployed,Fresh graduate,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8116025,Glints,checked,"['GCP', 'AWS', 'CSS', 'Linux', 'React', 'Figma']"
"May 26, 2025 @ 10:33 AM","Ir. Hasan Winarsih, M.Farm",Single,Female,Buddhist,02/12/2000,"Jalan Antapani Lama No. 493, Makassar, Lampung 37564",D3,Sistem Informasi,Universitas Gunadarma,muhammadutama@yahoo.com,362898635221,IT Support,Intern,3-5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4826759,Instagram,checked,"['JavaScript', 'CSS', 'Linux', 'Azure']"
"Feb 21, 2025 @ 10:42 AM",Dewi Suwarno,Married,Female,Christian,12/26/1993,"Jalan Sadang Serang No. 6, Pangkalpinang, Kalimantan Timur 77437",S2,Sistem Komputer,Institut Teknologi Bandung,edison94@hotmail.com,902813312054,DevOps Engineer,Fulltime,More than 5 years,05/20/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6036432,Glints,checked,"['GCP', 'Networking', 'JavaScript', 'Azure', 'AWS', 'Figma']"
"Apr 09, 2025 @ 08:51 PM","Ir. Luluh Sihombing, S.E.I",Married,Female,Catholic,05/01/1995,"Gang Joyoboyo No. 998, Manado, DKI Jakarta 88440",S2,Informatics,Universitas Gadjah Mada,susantijanet@perum.net,645071046416,UI/UX Designer,Unemployed,More than 5 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pd.net.id/,8059244,Glints,checked,"['HTML', 'AWS', 'Kubernetes', 'Azure', 'Networking', 'Linux']"
"Apr 06, 2025 @ 04:33 PM",Ganda Megantara,Single,Female,Moslem,06/17/2000,"Jalan R.E Martadinata No. 3, Probolinggo, Jambi 49021",S2,Teknik Informatika,Universitas Bina Nusantara,hendriwastuti@yahoo.com,087031369469,Backend Developer,Unemployed,1-3 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6065679,Website,checked,"['SQL', 'JavaScript', 'AWS', 'CSS', 'Linux', 'React']"
"May 09, 2025 @ 07:53 PM","R. Vera Yulianti, S.H.",Single,Female,Christian,07/29/1997,"Jl. K.H. Wahid Hasyim No. 3, Parepare, JT 39750",D3,Informatics,Institut Teknologi Bandung,jayapurnawati@hotmail.com,866349677047,Data Analyst,Freelancer,More than 5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4127849,LinkedIn,checked,"['React', 'Linux', 'AWS', 'Azure']"
"May 08, 2025 @ 11:42 AM",Garang Ramadan,Married,Male,Catholic,07/14/2000,"Gg. Cikutra Barat No. 7, Tangerang Selatan, Kalimantan Tengah 52239",SMA/SMK,Sistem Informasi,Universitas Gunadarma,gunawancahya@ud.co.id,056101161290,Backend Developer,Intern,3-5 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pt.co.id/,8912233,Telegram Group,checked,"['Linux', 'JavaScript', 'Kubernetes', 'SQL']"
"Feb 03, 2025 @ 04:30 AM",Maida Rahayu,Married,Female,Christian,10/24/1989,"Jalan Medokan Ayu No. 017, Lhokseumawe, Kalimantan Barat 46703",S1/D4,Teknik Informatika,Universitas Bina Nusantara,cakrawangsa86@yahoo.com,592880041794,DevOps Engineer,Freelancer,1-3 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9906130,Indeed,checked,"['AWS', 'Linux', 'Docker', 'React', 'Azure', 'Networking']"
"Jan 22, 2025 @ 05:37 AM",Lukman Firmansyah,Single,Male,Christian,01/02/1990,"Jl. Moch. Ramdan No. 939, Pasuruan, Sulawesi Utara 51609",D3,Teknik Informatika,Institut Teknologi Bandung,puspasariargono@pd.desa.id,098211296107,DevOps Engineer,Fulltime,1-3 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8145335,LinkedIn,checked,"['Node.js', 'HTML', 'AWS', 'Figma']"
"Jan 02, 2025 @ 12:16 AM","Hj. Alika Situmorang, M.TI.",Married,Male,Moslem,10/17/1997,"Jl. Indragiri No. 599, Purwokerto, DKI Jakarta 47455",S2,Sistem Informasi,Universitas Bina Nusantara,kusmawatiradit@gmail.com,084684178780,Data Analyst,Freelancer,More than 5 years,06/10/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5662896,Telegram Group,checked,"['HTML', 'Networking', 'Node.js', 'Python', 'Figma']"
"Apr 08, 2025 @ 11:44 PM",Hj. Septi Mayasari,Single,Male,Moslem,06/26/1993,"Jl. Cikapayang No. 761, Tebingtinggi, SU 05175",S1/D4,Teknik Komputer,Institut Teknologi Bandung,kmayasari@cv.net.id,766271909899,Frontend Developer,Unemployed,3-5 years,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://ud.biz.id/,4915520,Instagram,checked,"['AWS', 'React', 'Linux', 'Kubernetes']"
"Apr 12, 2025 @ 11:38 AM","Tgk. Wasis Gunawan, S.Gz",Single,Female,Christian,06/16/1991,"Gg. Stasiun Wonokromo No. 913, Palopo, SG 30235",SMA/SMK,Teknik Komputer,Universitas Gunadarma,piaandriani@cv.co.id,352121126077,DevOps Engineer,Intern,1-3 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4933704,LinkedIn,checked,"['Linux', 'SQL', 'AWS', 'Figma', 'React', 'Node.js']"
"Apr 16, 2025 @ 04:02 PM",Gandi Maulana,Married,Male,Buddhist,12/17/2002,"Gg. Astana Anyar No. 054, Pontianak, RI 40334",D3,Teknik Komputer,Institut Teknologi Bandung,ywijaya@yahoo.com,930564121156,DevOps Engineer,Fulltime,More than 5 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5148413,Glints,checked,"['Kubernetes', 'React', 'GCP', 'Networking']"
"Jun 07, 2025 @ 12:36 AM",Darman Uwais,Single,Female,Christian,01/18/1999,"Jalan Cihampelas No. 0, Bima, SB 29562",D3,Teknik Informatika,Universitas Terbuka,daliman71@cv.web.id,861541102184,Data Analyst,Intern,Fresh graduate,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://pt.com/,6277319,Indeed,checked,"['JavaScript', 'Linux', 'Python', 'Kubernetes']"
"May 13, 2025 @ 06:09 PM","Chelsea Tampubolon, S.H.",Married,Male,Moslem,01/25/1990,"Gg. Ahmad Dahlan No. 4, Pasuruan, Bengkulu 16495",S2,Sistem Informasi,Universitas Bina Nusantara,hardi24@ud.sch.id,816687534272,IT Support,Intern,More than 5 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5587601,Instagram,checked,"['Azure', 'Python', 'Kubernetes']"
"May 14, 2025 @ 09:49 AM",Diana Sihombing,Single,Male,Catholic,01/06/2004,"Gg. Sukabumi No. 665, Kota Administrasi Jakarta Pusat, Papua Barat 44839",S1/D4,Informatics,Universitas Terbuka,dwikuswoyo@ud.id,627401704945,Backend Developer,Freelancer,More than 5 years,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7295033,Instagram,checked,"['Figma', 'GCP', 'React', 'Kubernetes', 'Node.js', 'Azure']"
"Apr 25, 2025 @ 06:31 AM",Muni Najmudin,Married,Female,Buddhist,06/25/1992,"Gang Cihampelas No. 94, Palembang, Sulawesi Utara 35632",SMA/SMK,Teknik Informatika,Universitas Gadjah Mada,hariyahdina@gmail.com,037939888403,Backend Developer,Fulltime,3-5 years,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6601838,Indeed,checked,"['JavaScript', 'SQL', 'Figma', 'Docker', 'CSS', 'AWS']"
"May 06, 2025 @ 05:37 AM",Vicky Laksmiwati,Married,Female,Moslem,08/02/1990,"Gang Cempaka No. 78, Bima, Banten 22013",SMA/SMK,Sistem Komputer,Universitas Terbuka,almiramandala@hotmail.com,431742181538,IT Support,Unemployed,1-3 years,05/13/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pd.ac.id/,9392407,Indeed,checked,"['Linux', 'Azure', 'CSS', 'HTML']"
"Apr 02, 2025 @ 12:31 PM",Jaeman Kurniawan,Single,Male,Hindu,05/12/1998,"Jalan Kebonjati No. 024, Makassar, Bengkulu 59182",S2,Teknik Komputer,Universitas Terbuka,qgunawan@gmail.com,658562490669,UI/UX Designer,Intern,Fresh graduate,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pd.gov/,6362398,Indeed,checked,"['Docker', 'CSS', 'Python', 'Linux']"
"Mar 01, 2025 @ 01:36 AM",drg. Luluh Marpaung,Single,Female,Christian,03/05/1999,"Jl. Pasir Koja No. 832, Balikpapan, MU 57611",S2,Teknik Komputer,Universitas Bina Nusantara,maryadipermadi@cv.or.id,582878193084,DevOps Engineer,Fulltime,3-5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://pd.sch.id/,4471655,LinkedIn,checked,"['Azure', 'AWS', 'Docker', 'SQL', 'React', 'JavaScript']"
"May 06, 2025 @ 08:48 AM","R. Latika Nashiruddin, M.Kom.",Single,Female,Christian,01/17/1994,"Gang Cihampelas No. 4, Tarakan, SS 62302",D3,Sistem Informasi,Universitas Terbuka,nanggriawan@gmail.com,572200654074,Backend Developer,Freelancer,More than 5 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6196613,Telegram Group,checked,"['CSS', 'Figma', 'Python']"
"May 02, 2025 @ 08:54 AM","Panji Anggraini, S.Ked",Single,Male,Moslem,03/20/1992,"Gang Jend. Sudirman No. 956, Subulussalam, KR 05902",SMA/SMK,Manajemen Informatika,Universitas Gunadarma,jaya01@hotmail.com,464286073985,DevOps Engineer,Unemployed,1-3 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4464704,Instagram,checked,"['CSS', 'Docker', 'SQL', 'React', 'Networking', 'Python']"
"Apr 11, 2025 @ 07:17 PM",Restu Susanti,Married,Male,Christian,09/11/2002,"Gang Asia Afrika No. 303, Mojokerto, SU 53547",D3,Manajemen Informatika,Universitas Indonesia,prayogafarah@hotmail.com,757438803661,Backend Developer,Unemployed,More than 5 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6491867,Telegram Group,checked,"['HTML', 'GCP', 'JavaScript', 'AWS']"
"Feb 14, 2025 @ 07:32 AM",Praba Hakim,Married,Female,Hindu,10/21/2001,"Gang Peta No. 8, Bontang, Kepulauan Bangka Belitung 14955",S2,Sistem Informasi,Universitas Bina Nusantara,putraasirwada@cv.ponpes.id,880553263831,DevOps Engineer,Fulltime,3-5 years,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.ud.sch.id/,6060333,Website,checked,"['React', 'Node.js', 'HTML', 'Networking']"
"Mar 20, 2025 @ 09:08 PM",Dr. Talia Rahayu,Single,Male,Christian,09/26/1996,"Jl. Gegerkalong Hilir No. 95, Sukabumi, Jambi 20308",SMA/SMK,Teknik Komputer,Universitas Terbuka,zaenabirawan@gmail.com,231646183398,DevOps Engineer,Intern,1-3 years,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4644242,Website,checked,"['Node.js', 'Azure', 'Networking', 'Docker', 'GCP']"
"May 01, 2025 @ 06:18 AM",Bakda Ardianto,Single,Male,Moslem,08/10/2001,"Gang Cihampelas No. 25, Banjar, SN 79093",D3,Teknik Komputer,Universitas Indonesia,lestarijessica@perum.net.id,401429977928,Data Analyst,Freelancer,3-5 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6069498,LinkedIn,checked,"['Figma', 'Networking', 'HTML', 'Docker']"
"Jan 10, 2025 @ 05:41 AM",Fitriani Saputra,Married,Female,Buddhist,09/16/1992,"Gang Sukabumi No. 744, Palopo, Kalimantan Tengah 88902",D3,Teknik Komputer,Institut Teknologi Bandung,uchita63@ud.or.id,788614084701,UI/UX Designer,Fulltime,1-3 years,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6540622,LinkedIn,checked,"['Kubernetes', 'AWS', 'GCP']"
"Mar 06, 2025 @ 05:48 AM",Dr. Jelita Mulyani,Single,Male,Hindu,04/15/2003,"Gg. Kapten Muslihat No. 1, Kota Administrasi Jakarta Timur, KS 91881",S2,Sistem Informasi,Universitas Terbuka,hutasoitbakti@gmail.com,271313706803,IT Support,Freelancer,3-5 years,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5273160,Website,checked,"['GCP', 'JavaScript', 'Linux', 'Python', 'Azure', 'React']"
"May 25, 2025 @ 03:37 AM",Kezia Pratiwi,Married,Male,Catholic,02/17/2000,"Jl. Moch. Ramdan No. 6, Metro, Riau 20524",S1/D4,Sistem Informasi,Universitas Indonesia,garda71@yahoo.com,016207162023,IT Support,Intern,3-5 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8342759,Telegram Group,checked,"['AWS', 'HTML', 'Figma']"
"Apr 15, 2025 @ 04:08 AM",Gatra Nashiruddin,Married,Female,Christian,05/01/1992,"Jalan Veteran No. 50, Sorong, Kalimantan Tengah 15756",S1/D4,Sistem Informasi,Institut Teknologi Bandung,gagustina@pd.edu,086323093115,Backend Developer,Fulltime,More than 5 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5205070,LinkedIn,checked,"['JavaScript', 'Azure', 'Figma', 'CSS', 'React']"
"Jan 17, 2025 @ 02:07 AM",Murti Purnawati,Single,Male,Moslem,05/11/1998,"Gang Yos Sudarso No. 40, Mojokerto, BT 87245",SMA/SMK,Sistem Komputer,Universitas Indonesia,rputra@perum.mil,957233061903,UI/UX Designer,Intern,Fresh graduate,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9600017,Indeed,checked,"['JavaScript', 'Node.js', 'Docker', 'Networking', 'Kubernetes', 'React']"
"Mar 07, 2025 @ 02:55 PM","Drs. Asirwada Kuswandari, S.I.Kom",Married,Male,Moslem,09/28/2002,"Gang Indragiri No. 021, Pariaman, Sumatera Utara 50349",S1/D4,Sistem Informasi,Universitas Gadjah Mada,prabowotiara@ud.org,263621097251,DevOps Engineer,Unemployed,1-3 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4314179,Website,checked,"['Kubernetes', 'AWS', 'React', 'HTML', 'Azure', 'CSS']"
"May 23, 2025 @ 06:47 PM",Dariati Anggriawan,Single,Male,Hindu,10/02/1993,"Jalan Sukabumi No. 88, Palopo, NB 31984",SMA/SMK,Informatics,Universitas Gadjah Mada,pmelani@hotmail.com,695387478318,UI/UX Designer,Unemployed,Fresh graduate,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8274623,Website,checked,"['Figma', 'Python', 'Azure']"
"Feb 08, 2025 @ 08:30 PM",R.M. Abyasa Waluyo,Married,Female,Catholic,01/03/1997,"Gg. Gardujati No. 44, Cirebon, BE 79408",S1/D4,Manajemen Informatika,Universitas Bina Nusantara,bahuwarna37@cv.edu,722660991992,DevOps Engineer,Freelancer,Fresh graduate,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.cv.ac.id/,9792544,Indeed,checked,"['Python', 'Networking', 'Node.js', 'CSS', 'Azure']"
"Jun 11, 2025 @ 06:21 AM",Makara Prasetyo,Single,Female,Buddhist,07/21/2003,"Gang Laswi No. 430, Gorontalo, SN 79710",SMA/SMK,Manajemen Informatika,Universitas Indonesia,agustinasalsabila@gmail.com,552366962774,IT Support,Unemployed,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9344260,Instagram,checked,"['CSS', 'JavaScript', 'Azure', 'Node.js', 'GCP', 'Linux']"
"Mar 17, 2025 @ 08:03 AM",Ellis Uyainah,Married,Female,Catholic,10/16/1992,"Gang Tebet Barat Dalam No. 236, Denpasar, Aceh 42513",S1/D4,Manajemen Informatika,Universitas Terbuka,pudjiastutitania@pd.com,689813944050,Backend Developer,Unemployed,3-5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4552339,Glints,checked,"['GCP', 'Figma', 'Azure', 'AWS']"
"Jan 09, 2025 @ 08:52 PM","dr. Puti Prayoga, S.Psi",Married,Female,Buddhist,06/20/2003,"Jl. Ahmad Yani No. 74, Tebingtinggi, Bengkulu 90727",S1/D4,Sistem Komputer,Universitas Terbuka,gmustofa@perum.net.id,980793151702,UI/UX Designer,Fulltime,3-5 years,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7992105,Instagram,checked,"['Docker', 'Networking', 'CSS', 'Linux', 'JavaScript']"
"Mar 10, 2025 @ 08:08 PM",Hj. Julia Winarsih,Single,Male,Christian,01/07/1993,"Jl. Suryakencana No. 528, Ternate, Sulawesi Utara 37969",D3,Teknik Komputer,Universitas Bina Nusantara,cawuksinaga@hotmail.com,377208402813,IT Support,Intern,1-3 years,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7757374,LinkedIn,checked,"['Networking', 'Figma', 'CSS', 'Node.js', 'Python', 'React']"
"Apr 19, 2025 @ 03:38 AM","Drs. Mala Gunarto, M.Ak",Single,Male,Hindu,01/06/2003,"Gg. Kendalsari No. 28, Kota Administrasi Jakarta Utara, Kalimantan Timur 62849",S2,Sistem Informasi,Universitas Gunadarma,qwasita@gmail.com,763648966783,DevOps Engineer,Unemployed,More than 5 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6800566,Website,checked,"['Networking', 'CSS', 'Linux']"
"Jan 17, 2025 @ 07:27 PM",Balangga Mandala,Single,Female,Buddhist,08/12/1990,"Gg. Rajawali Timur No. 029, Prabumulih, NB 93157",S2,Informatics,Institut Teknologi Bandung,bagyalailasari@yahoo.com,103695087662,Backend Developer,Unemployed,More than 5 years,05/13/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4970925,Website,checked,"['GCP', 'AWS', 'CSS', 'Networking']"
"Jun 05, 2025 @ 08:31 PM","Drs. Sadina Waluyo, M.Ak",Single,Male,Christian,07/10/2000,"Jl. Cihampelas No. 684, Surakarta, JI 77079",S2,Manajemen Informatika,Universitas Terbuka,martanawastuti@gmail.com,267323537209,UI/UX Designer,Fulltime,3-5 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8818906,Glints,checked,"['Docker', 'Networking', 'JavaScript', 'Figma', 'AWS']"
